機構代碼,機構名稱,權屬別,型態別,縣市鄉鎮,電話,地址,診療科別,西醫生,中醫師,牙醫師,藥師,藥劑生,護理師,護士,助產士,助產師,醫事檢驗師,醫事檢驗生,物理治療師,職能治療師,醫事放射師,醫事放射士,物理治療生,呼吸治療師,職能治療生,諮商心理師,臨床心理師,營養師,語言治療師,牙體技術師,聽力師,牙體技術生,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3741311823,高欣牙醫診所,私立牙醫診所,牙醫一般診所,臺南市永康區,06-3135073,臺南市永康區勝利里勝利街1巷24號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3741051162,遠東牙醫診所,私立牙醫診所,牙醫診所,臺南市佳里區,06-7212389,臺南市佳里區安西里光復路236號1樓,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3741060018,金玉牙醫診所,私立牙醫診所,牙醫一般診所,臺南市新化區,06 5904082,臺南市新化區觀音里忠孝路４９號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3741060027,施牙醫診所,私立牙醫診所,牙醫一般診所,臺南市新化區,06 5903591,臺南市新化區護國里中山路１９４巷３號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3741060036,盧牙醫診所,私立牙醫診所,牙醫一般診所,臺南市新化區,06 5905153,臺南市新化區清水里中山路３６３號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3741060063,統一牙醫診所,私立牙醫診所,牙醫一般診所,臺南市新化區,06 5908338,臺南市新化區中央里中山路２７５號,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3741061079,濟新牙醫診所,私立牙醫診所,牙醫一般診所,臺南市新化區,06-5802808,臺南市新化區豐榮里民治路一六號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3741061088,泓翔牙醫診所,私立牙醫診所,牙醫診所,臺南市新化區,06-5984845,臺南市新化區太平里民生路256號1、2樓,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3741070032,賴進龍牙醫診所,私立牙醫診所,牙醫一般診所,臺南市善化區,06 5818608,臺南市善化區光文里中山路３２４號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3741070050,曾牙醫診所,私立牙醫診所,牙醫一般診所,臺南市善化區,06-5815712,臺南市善化區東關里中山路356號1樓,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3741070078,首善牙醫診所,私立牙醫診所,牙醫診所,臺南市善化區,06-5819000,臺南市善化區文昌里光復路186號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3741070087,光文牙醫診所,私立牙醫診所,牙醫一般診所,臺南市善化區,06-5834687及5836391,臺南市善化區光文里中山路　136號1樓,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3741071155,美善牙醫診所,私立牙醫診所,牙醫一般診所,臺南市善化區,06-5831111,臺南市善化區光文里中山路213號,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3741071173,誠泰牙醫診所,私立牙醫診所,牙醫一般診所,臺南市善化區,06-5834865,臺南市善化區光文里大成路218號1.2樓,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3741080010,學甲陳牙醫診所,私立牙醫診所,牙醫一般診所,臺南市學甲區,06 7835346,臺南市學甲區仁得里濟生路１１５號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3741081099,佳億牙醫診所,私立牙醫診所,牙醫一般診所,臺南市學甲區,067821573,臺南市學甲區仁得里建國路五八號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737070051,敏賢牙醫診所,私立牙醫診所,牙醫診所,彰化縣田中鎮,04 8746512,彰化縣田中鎮中州路一段259、263號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737070060,田中卓牙醫診所,私立牙醫診所,牙醫一般診所,彰化縣田中鎮,04 8755631,彰化縣田中鎮東路街里南北街２２７號,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737071085,員興牙醫診所,私立牙醫診所,牙醫一般診所,彰化縣田中鎮,04-8755608,彰化縣田中鎮福安路44號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737071094,卓瑞樵牙醫診所,私立牙醫診所,牙醫一般診所,彰化縣田中鎮,04-8763336,彰化縣田中鎮中正路283號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737071101,信雅牙醫診所,私立牙醫診所,牙醫診所,彰化縣田中鎮,04-863839,彰化縣田中鎮中正路383號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737080020,林順牙醫診所,私立牙醫診所,牙醫一般診所,彰化縣二林鎮,04 8960996,彰化縣二林鎮斗苑路五段１０７號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737080057,金龍牙醫診所,私立牙醫診所,牙醫一般診所,彰化縣二林鎮,04 8964163,彰化縣二林鎮東和里大成路一段一三九號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737080100,義欽牙醫診所,私立牙醫診所,牙醫一般診所,彰化縣二林鎮,04 8895158,彰化縣二林鎮大成路一段388號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737080119,建宏牙醫診所,私立牙醫診所,牙醫一般診所,彰化縣二林鎮,04 8969688,彰化縣二林鎮斗苑路五段２３４號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737080155,傑出牙醫診所,私立牙醫診所,牙醫一般診所,彰化縣二林鎮,048953008,彰化縣二林鎮東和里二溪路一段24、26號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737080164,中山牙醫診所,私立牙醫診所,牙醫一般診所,彰化縣二林鎮,,彰化縣二林鎮平西村中山路１２９號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737081232,南山牙醫診所,私立牙醫診所,牙醫一般診所,彰化縣二林鎮,04 8960248,彰化縣二林鎮儒林路二段344號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737081241,二林牙醫診所,私立牙醫診所,牙醫診所,彰化縣二林鎮,８９６９９２２,彰化縣二林鎮斗苑路五段２２６號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737101079,騰宏牙醫診所,私立牙醫診所,牙醫一般診所,彰化縣伸港鄉,04-7996838,彰化縣伸港鄉信義路新港村120號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737110014,福興陳牙醫診所,私立牙醫診所,牙醫一般診所,彰化縣福興鄉,04 7760695,彰化縣福興鄉福南村青雲路１４５號１Ｆ,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737111039,吳東勇牙醫診所,私立牙醫診所,牙醫一般診所,彰化縣福興鄉,047756930,彰化縣福興鄉沿海路五段３３０號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737120029,秀水余牙醫診所,私立牙醫診所,牙醫診所,彰化縣秀水鄉,（04）87692536,彰化縣秀水鄉彰水路一段７３號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737120038,明志牙醫診所,私立牙醫診所,牙醫一般診所,彰化縣秀水鄉,04 7695538,彰化縣秀水鄉福安村彰水路二段５３２號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737120074,博群牙醫診所,私立牙醫診所,牙醫一般診所,彰化縣秀水鄉,04 7690553,彰化縣秀水鄉安東村中山路３４１號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737121099,秀欣牙醫診所,私立牙醫診所,牙醫一般診所,彰化縣秀水鄉,04-7687207,彰化縣秀水鄉彰水路二段510號,,,,7,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737130016,建德牙醫診所,私立牙醫診所,牙醫一般診所,彰化縣花壇鄉,04 7866176,彰化縣花壇鄉長沙村中山路二段４８號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737130034,昌明牙醫診所,私立牙醫診所,牙醫一般診所,彰化縣花壇鄉,04 7873663,彰化縣花壇鄉長沙村中正路56之20號,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737021272,光群牙醫診所,私立牙醫診所,牙醫一般診所,彰化縣鹿港鎮,04775503,彰化縣鹿港鎮中山路30號,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737021307,大雅牙醫診所,私立牙醫診所,牙醫一般診所,彰化縣鹿港鎮,04-7769400,彰化縣鹿港鎮永安里中正路242-1號2樓,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737030011,國仁牙醫診所,私立牙醫診所,牙醫一般診所,彰化縣和美鎮,04 7564547,彰化縣和美鎮彰美路五段３９０號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737030039,黃奇烈牙醫診所,私立牙醫診所,牙醫一般診所,彰化縣和美鎮,04 2550768,彰化縣和美鎮和東里彰美路五段３０３號,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737030057,顏國淵牙醫診所,私立牙醫診所,牙醫一般診所,彰化縣和美鎮,04 7555333,彰化縣和美鎮道周路419號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737030075,勝安牙醫診所,私立牙醫診所,牙醫一般診所,彰化縣和美鎮,04 7351136,彰化縣和美鎮彰新路二段４５０號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737030084,謝式卿牙醫診所,私立牙醫診所,牙醫一般診所,彰化縣和美鎮,04 7555857,彰化縣和美鎮倡和街２４號,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737030093,黃志平牙醫診所,私立牙醫診所,牙醫一般診所,彰化縣和美鎮,04 7570098,彰化縣和美鎮和西里永樂路51號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737030100,林永恒牙醫診所,私立牙醫診所,牙醫一般診所,彰化縣和美鎮,04 7562867,彰化縣和美鎮德美路１８２號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737031134,典亞牙醫診所,私立牙醫診所,牙醫一般診所,彰化縣和美鎮,047557273,彰化縣和美鎮道周路山犛里262號,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737031152,仁美牙醫診所,私立牙醫診所,牙醫一般診所,彰化縣和美鎮,047578018,彰化縣和美鎮仁美路182號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737031161,吉欣牙醫診所,私立牙醫診所,牙醫一般診所,彰化縣和美鎮,０４－７５４０１２６號,彰化縣和美鎮鹿和路六段山犛里390號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737040035,時代牙醫診所,私立牙醫診所,牙醫一般診所,彰化縣北斗鎮,04 8888538,彰化縣北斗鎮公所街７０號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737040053,大眾牙醫診所,私立牙醫診所,牙醫一般診所,彰化縣北斗鎮,04 8886993,彰化縣北斗鎮中華路２２３號,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736050055,沙鹿張牙醫診所,私立牙醫診所,牙醫一般診所,臺中市沙鹿區,04 26626684,臺中市沙鹿區中山路永和巷２７１號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736050064,陳國峰牙醫診所,私立牙醫診所,牙醫一般診所,臺中市沙鹿區,04 26365429,臺中市沙鹿區沙田路75之3號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736050073,劉牙醫診所,私立牙醫診所,牙醫一般診所,臺中市沙鹿區,04 26628306,臺中市沙鹿區中山路永和巷２１２號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736050091,尚青牙醫診所,私立牙醫診所,牙醫一般診所,臺中市沙鹿區,04 26351095,臺中市沙鹿區大同街２３－４號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736050108,彰仁牙醫診所,私立牙醫診所,牙醫一般診所,臺中市沙鹿區,04 26625516,臺中市沙鹿區沙田路一六八號一樓及地下一樓,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736050117,文正牙醫診所,私立牙醫診所,牙醫一般診所,臺中市沙鹿區,04 26325009,臺中市沙鹿區英才路１２９號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736050135,群洲牙醫診所,私立牙醫診所,牙醫一般診所,臺中市沙鹿區,04 26628636,臺中市沙鹿區中山路392號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736050153,全春牙醫診所,私立牙醫診所,牙醫一般診所,臺中市沙鹿區,04 26354954,臺中市沙鹿區沙田路８7號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736050162,文心牙醫診所,私立牙醫診所,牙醫一般診所,臺中市沙鹿區,04 26627223,臺中市沙鹿區中正街１５號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736050180,陳洲林牙醫診所,私立牙醫診所,牙醫一般診所,臺中市沙鹿區,04 26620047,臺中市沙鹿區大新街１１之３號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736050206,信美牙醫診所,私立牙醫診所,牙醫一般診所,臺中市沙鹿區,04 26628117,臺中市沙鹿區光榮街四號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736051221,傑聖牙醫診所,私立牙醫診所,牙醫一般診所,臺中市沙鹿區,04-26651808,臺中市沙鹿區光華路三二二號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736051249,彥維牙醫診所,私立牙醫診所,牙醫一般診所,臺中市沙鹿區,26369600,臺中市沙鹿區大同街十五之三號,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736051258,博群牙醫診所,私立牙醫診所,牙醫一般診所,臺中市沙鹿區,04-26325835,臺中市沙鹿區北勢東路五二九號,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736051276,安心牙醫診所,私立牙醫診所,牙醫診所,臺中市沙鹿區,04-26652002,臺中市沙鹿區中山路531號1樓,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736060015,葉牙醫診所,私立牙醫診所,牙醫診所,臺中市梧棲區,04 26565247,臺中市梧棲區臺灣大道八段847巷28號1樓,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736060042,莊世傳牙醫診所,私立牙醫診所,牙醫一般診所,臺中市梧棲區,04 6571062,臺中市梧棲區中和街二十號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736060051,白牙醫診所,私立牙醫診所,牙醫一般診所,臺中市梧棲區,04 26575923,臺中市梧棲區中央路一段八五九之二號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736061094,王維堅牙醫診所,私立牙醫診所,牙醫診所,臺中市梧棲區,04-26566696,臺中市梧棲區中棲路二段91號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736070020,金石牙醫診所,私立牙醫診所,牙醫一般診所,臺中市后里區,04 25563763,臺中市后里區四村路三十二號,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736070048,永美牙醫診所,私立牙醫診所,牙醫一般診所,臺中市后里區,04 25567239,臺中市后里區后里里甲后路３８９號,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736070057,瑞正牙醫診所,私立牙醫診所,牙醫一般診所,臺中市后里區,04 25566247,臺中市后里區后里里二豐路２７５號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736070066,后里林牙醫診所,私立牙醫診所,牙醫一般診所,臺中市后里區,04 25560759,臺中市后里區四村路八十二號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736070093,惠元牙醫診所,私立牙醫診所,牙醫一般診所,臺中市后里區,04 25570006,臺中市后里區民生路９２－１號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736070100,羅光志牙醫診所,私立牙醫診所,牙醫一般診所,臺中市后里區,04 25570516,臺中市后里區中山路７９號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736070128,聖芳牙醫診所,私立牙醫診所,牙醫一般診所,臺中市后里區,04 25571945,臺中市后里區大興路三十四號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736070137,弘光牙醫診所,私立牙醫診所,牙醫一般診所,臺中市后里區,04 25577341,臺中市后里區三豐路一０二號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736080017,杏明牙醫診所,私立牙醫診所,牙醫一般診所,臺中市神岡區,04 25622460,臺中市神岡區神岡路２６號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736080026,岡林牙醫診所,私立牙醫診所,牙醫一般診所,臺中市神岡區,04 25622289,臺中市神岡區神岡路１４１號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736010720,豐東牙醫診所,私立牙醫診所,牙醫一般診所,臺中市豐原區,04 25278648,臺中市豐原區豐東路45號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736010748,豐原名揚牙醫診所,私立牙醫診所,牙醫一般診所,臺中市豐原區,04 25206788,臺中市豐原區圓環東路６７８號四樓,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736010766,陽光牙醫診所,私立牙醫診所,牙醫一般診所,臺中市豐原區,04 25206870,臺中市豐原區愛國街２６８號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736010793,微笑牙醫診所,私立牙醫診所,牙醫一般診所,臺中市豐原區,04 25338506,臺中市豐原區中山路１５８號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736010800,豐原三民牙醫診所,私立牙醫診所,牙醫一般診所,臺中市豐原區,04-25284398,臺中市豐原區南陽路445號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736010855,豐南牙醫診所,私立牙醫診所,牙醫一般診所,臺中市豐原區,04 25223241,臺中市豐原區大明路２０號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736010873,潔美牙醫診所,私立牙醫診所,牙醫一般診所,臺中市豐原區,04 25257963,臺中市豐原區育仁路110號1樓,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736010917,維恩牙醫診所,私立牙醫診所,牙醫一般診所,臺中市豐原區,04 25203233,臺中市豐原區育仁路一五八號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736010935,張林牙醫診所,私立牙醫診所,牙醫一般診所,臺中市豐原區,0425280283,臺中市豐原區三民路二０九號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736012028,祐康牙醫診所,私立牙醫診所,牙醫一般診所,臺中市豐原區,04-25156226,臺中市豐原區田心路二段212號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736012037,昇陽牙醫診所,私立牙醫診所,牙醫一般診所,臺中市豐原區,04-25290529,臺中市豐原區南陽路二八九號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3733010068,明德牙醫診所,私立牙醫診所,牙醫一般診所,新竹縣關西鎮,03-5871861,新竹縣關西鎮明德路100之1號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3733010077,昭和牙醫診所,私立牙醫診所,牙醫一般診所,新竹縣關西鎮,03-5878157,新竹縣關西鎮明德路４３號,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3733020019,立民牙醫診所,私立牙醫診所,牙醫一般診所,新竹縣新埔鎮,035883557,新竹縣新埔鎮中正路５７０號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3733020046,邱牙醫診所,私立牙醫診所,牙醫一般診所,新竹縣新埔鎮,035885658,新竹縣新埔鎮中正路３51號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3733020055,劉興成牙醫診所,私立牙醫診所,牙醫一般診所,新竹縣新埔鎮,035886478,新竹縣新埔鎮中正路７２６號,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3733030015,徐牙醫診所,私立牙醫診所,牙醫一般診所,新竹縣竹東鎮,035963608,新竹縣竹東鎮東寧路二段３２９號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3733030024,賴牙醫診所,私立牙醫診所,牙醫一般診所,新竹縣竹東鎮,03-5957321,新竹縣竹東鎮大同路６０號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3733030042,鄞牙醫診所,私立牙醫診所,牙醫一般診所,新竹縣竹東鎮,035964262,新竹縣竹東鎮長春路一段２１７號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3733030088,黃牙醫診所,私立牙醫診所,牙醫一般診所,新竹縣竹東鎮,035940318,新竹縣竹東鎮東寧路三段３５號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3733030097,范牙醫診所,私立牙醫診所,牙醫一般診所,新竹縣竹東鎮,035941721,新竹縣竹東鎮康寧街８３號,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
